corrdor_margin_perc,min_margin_perc,max_margin_perc,rpm,Count_Corridor,OriginCluster,corridor
19.76984003,0.76032856,40,9.104378698,12,Baltimore Region,Baltimore Region-Baltimore Region
-5.414835426,-40.4378922,39.07971484,2.020689793,12,Baltimore Region,Baltimore Region-West OH Region
30.54710855,11.11111111,37.93103448,1.067270025,12,Albuquerque Region,Albuquerque Region-Denver Region
2.788683604,-61.40350877,26.66666667,2.049993876,12,Abilene TX Region,Abilene TX Region-Laredo Region
20.3525641,7.692307692,23.07692308,1.470702364,12,Albany NY Region,Albany NY Region-Fayetteville NC Region
12.16481794,-17.53653445,25.4588383,2.266381092,12,Bakersfield CA Region,Bakersfield CA Region-Kansas City Region
3.260936119,-27.84563066,38.91819868,2.364413267,12,Bakersfield CA Region,Bakersfield CA Region-Dallas Region
6.456621959,-21.7122479,24.24385902,2.051309282,12,Charlotte NC Region,Charlotte NC Region-Baton Rogue LA Region
28.68105808,2.672413793,42.27236946,1.716673591,12,Chicago Region,Chicago Region-Seattle Region
16.03215824,-0.861646164,28.08695652,2.327802583,12,Cincinnati Region,Cincinnati Region-Denver Region
14.28495986,10.25641026,24.41521833,1.409562566,12,Cincinnati Region,Cincinnati Region-Tracy Region
-8.49996643,-28.54339817,17.25640851,3.290990777,12,Cincinnati Region,Cincinnati Region-South VT Region
5.479541272,-5.547580849,20.83931436,1.894882172,12,Cleveland Region,Cleveland Region-Owasso OK Region
18.94807003,10.25641026,36.54135338,2.24075237,12,Detroit Region,Detroit Region-East TN Region
17.7921771,5.098976185,36.01294074,1.691220941,12,Des Moines Region,Des Moines Region-Ontario CA Region
8.203176538,1.588076496,20.14507508,1.920515608,12,Denver Region,Denver Region-RI Region
6.486297343,-2.250882766,15.49295775,1.633037869,12,Denver Region,Denver Region-Taylor PA Region
11.10433066,-11.03998746,28.67986429,1.553161477,12,East MD Region,East MD Region-Charlotte NC Region
18.21954935,-4.545454545,42.90934003,2.885933941,12,Columbus OH Region,Columbus OH Region-Grand Rapids Region
24.61145395,6.671146452,36,6.222920981,12,Minneapolis Region,Minneapolis Region-Minneapolis Region
26.65182253,11.62790698,39.53488372,2.057548566,12,MS Region,MS Region-Atlanta Region
-35.96510196,-63.89354046,18.12865497,2.65506052,12,Montgomery AL Region,Montgomery AL Region-Indianapolis Region
-3.408317753,-42.09928003,19.04761905,2.251263413,12,Montgomery AL Region,Montgomery AL Region-East TN Region
17.39484166,6.986062219,24.24803358,2.658340231,12,Minneapolis Region,Minneapolis Region-Syracuse NY Region
20.01082108,-1.280481015,39.17378989,2.564699605,12,Milwaukee Region,Milwaukee Region-Chattanooga Region
22.01457987,5.555555556,30.10958904,3.119451897,12,Milwaukee Region,Milwaukee Region-York PA Region
16.61989366,-1.909097085,36.73603292,2.128334717,12,Louisville KY Region,Louisville KY Region-Springfield MO Region
8.459416601,2.247094906,18.53924575,1.873286554,12,Lubbock Region,Lubbock Region-Chattanooga Region
1.275033114,-22.13829964,28.33333333,2.853888637,12,Memphis Region,Memphis Region-Cleveland Region
4.968852944,1.100037312,14.58639586,2.025343523,12,Lubbock Region,Lubbock Region-Memphis Region
10.71590754,-25.07220415,42.08494208,1.968711239,12,Miami Region,Miami Region-East NC Region
9.223551025,-21.21212121,23.07692308,2.65921196,12,Miami Region,Miami Region-Chicago Region
11.346075,-24.58420023,42.37288136,3.355798988,12,Memphis Region,Memphis Region-South IN Region
6.075919481,-21.74960592,25.15892722,2.361077938,12,Memphis Region,Memphis Region-Savannah Region
6.216605917,-18.64548728,20,2.334659744,12,Las Vegas Region,Las Vegas Region-Bakersfield CA Region
-16.31933241,-30.35860297,5.675949725,2.472935166,12,Laredo Region,Laredo Region-South East AL Region
10.40038162,-14.62706902,41.822883,2.419123395,12,Laredo Region,Laredo Region-Miami Region
-24.82887924,-57.49008528,10.69144134,1.940209631,12,Laredo Region,Laredo Region-Milwaukee Region
14.75056141,5.261435375,41.66666667,1.686016136,12,Las Vegas Region,Las Vegas Region-Dallas Region
30.57884667,-2.857142857,49.31244788,2.542378097,12,Longview TX Region,Longview TX Region-Nashville Region
-40.8557424,-62.0372404,19.66763073,3.739483391,12,Kansas City Region,Kansas City Region-Fort Collins Region
15.29420884,8.43373494,23.13475678,2.34549362,12,Kansas City Region,Kansas City Region-Reno Region
37.95081292,26.89791294,50.62892349,2.259833769,12,Jackson AL Region,Jackson AL Region-Cleveland Region
24.37480254,3.846153846,42.23053169,2.705604799,12,Knoxville Region,Knoxville Region-Orlando Region
23.63794284,-33.84889946,45.61754301,3.42321237,12,Fort Wayne Region,Fort Wayne Region-Plainfield IN Region
5.375637654,-5.774016924,21.6430531,2.784994193,12,Fort Wayne Region,Fort Wayne Region-RI Region
16.76877031,8.474576271,42.85714286,1.934145472,12,Fort Wayne Region,Fort Wayne Region-Omaha Region
12.47267049,-16.99327289,47.44918336,1.935964899,12,Fresno CA Region,Fresno CA Region-San Diego Region
11.16227534,-16.40574999,32.15149511,2.25384044,12,Fresno CA Region,Fresno CA Region-Nashville Region
6.097112494,-9.331438255,18.88888889,3.007276988,12,Grand Rapids Region,Grand Rapids Region-York PA Region
15.18929352,-10.43988205,33.33333333,2.456629191,12,Elizabeth Region,Elizabeth Region-Buffalo Region
-0.056645045,-30.01054852,12.5,1.958123621,12,El Paso Region,El Paso Region-Tracy Region
35.2169662,24.42468901,55.80415312,3.616484448,12,East TN Region,East TN Region-Fayetteville NC Region
12.68760999,1.08901,25.34909122,1.919394913,12,East TN Region,East TN Region-Houston Region
-8.764600941,-27.21272127,12.89451526,1.656693251,12,Fayetteville NC Region,Fayetteville NC Region-San Diego Region
8.683054752,1.120929104,21.27978533,3.956780675,12,Elizabeth Region,Elizabeth Region-South VT Region
14.55888315,3.703703704,26.79546327,1.674876939,12,Elizabeth Region,Elizabeth Region-Seattle Region
8.229642479,-15.23679604,36.70299812,2.090851377,12,Greensboro NC Region,Greensboro NC Region-Milwaukee Region
20.11232215,0.367132023,38.46153846,2.531274512,12,Green Bay Region,Green Bay Region-Louisville KY Region
9.206453767,-3.604933667,24.44444444,2.519227811,12,Green Bay Region,Green Bay Region-Cleveland Region
13.61004947,2.520845453,21.8887305,1.70304123,12,Hazleton PA Region,Hazleton PA Region-Fayetteville NC Region
17.54893237,5.195640083,40.19602772,1.4493276,12,Hazleton PA Region,Hazleton PA Region-San Antonio Region
16.51162426,-19.9200533,33.68421053,1.619462273,12,Hartford CT Region,Hartford CT Region-Winchester VA Region
20.44163358,-4.680543858,45,4.085099581,12,Hartford CT Region,Hartford CT Region-Albany NY Region
4.636575249,-44.50712367,49.0774733,2.005190029,12,Houston Region,Houston Region-Springfield MO Region
-19.9079916,-29.46659762,-2.98661174,1.811488757,12,Howard PA Region,Howard PA Region-Indianapolis Region
1.121686882,-29.75217335,14.69717497,3.359289042,12,Howard PA Region,Howard PA Region-South ME Region
-15.04336208,-27.07085789,8.667820894,1.536976884,12,Howard PA Region,Howard PA Region-Roanoke VA Region
-6.013744587,-34.08116327,11.86440678,1.909693805,12,Houston Region,Houston Region-Indianapolis Region
24.95072355,9.252966303,58.11487654,1.549670972,12,Hazleton PA Region,Hazleton PA Region-West SC Region
17.49761151,-17.94871795,42.30769231,2.825267403,12,Indianapolis Region,Indianapolis Region-Greensboro NC Region
16.39535264,-0.040785859,26.48356172,2.042546695,12,Indianapolis Region,Indianapolis Region-Memphis Region
11.70011618,4.419026986,27.53988457,2.666620521,11,Indianapolis Region,Indianapolis Region-Roanoke VA Region
9.827609013,-43.61702128,28.30188679,1.747234901,11,Idaho Falls Region,Idaho Falls Region-Atlanta Region
-0.009439407,-39.01841415,32.14623514,1.742869672,11,Houston Region,Houston Region-Augusta GA Region
14.61041999,-6.544684841,25.86926708,2.137487358,11,Houston Region,Houston Region-Fayetteville NC Region
15.18124672,2.348691068,25.28950318,1.979972916,11,Houston Region,Houston Region-Milwaukee Region
-10.53205118,-27.09122839,9.861333333,1.672502166,11,Houston Region,Houston Region-North AR Region
-9.094807147,-25.35030935,10.96707562,1.651627039,11,Howard PA Region,Howard PA Region-North MI Region
7.931005452,-18.26086957,37.06081406,2.060247667,11,Houston Region,Houston Region-South IN Region
-14.79565824,-56.54780774,28.47358291,2.063926772,11,Houston Region,Houston Region-Salt Lake City Region
-0.706227498,-31.04352024,17.23567143,2.066511098,11,Hartford CT Region,Hartford CT Region-Buffalo Region
-0.380166353,-13.05566861,25.81074245,1.751025115,11,Hartford CT Region,Hartford CT Region-East MD Region
23.31969927,-46.89560619,57.62783682,3.456926071,11,Greensboro NC Region,Greensboro NC Region-York PA Region
32.18602458,10.31711867,45.58539582,2.582945511,11,Green Bay Region,Green Bay Region-Columbus OH Region
11.19654844,-26.12107623,40.98205855,2.563785902,11,Elizabeth Region,Elizabeth Region-VA Region
23.58677118,9.020015597,38.65370611,2.284074577,11,Elizabeth Region,Elizabeth Region-Parsons WV Region
18.01939211,11.47593755,37.5,2.793942793,11,East TN Region,East TN Region-Charlotte NC Region
4.715845896,-43.72902966,41.37931034,2.128126338,11,East TN Region,East TN Region-Chicago Region
-0.373492867,-20.55455093,18.01860067,2.308769786,11,Grand Rapids Region,Grand Rapids Region-South IN Region
9.831354468,2.416859781,39.5465995,2.120597659,11,Grand Rapids Region,Grand Rapids Region-Green Bay Region
22.41774021,4.199104514,37.32976595,2.944055287,11,Grand Rapids Region,Grand Rapids Region-Hazleton PA Region
34.92326643,16.4588035,41.46912496,1.618859999,11,Fresno CA Region,Fresno CA Region-Minneapolis Region
9.27162823,-9.852668186,26.66666667,2.990855339,11,Grand Rapids Region,Grand Rapids Region-Cleveland Region
11.05078819,-10.67333658,26.52085849,2.866311338,11,Fort Wayne Region,Fort Wayne Region-Roanoke VA Region
11.65386646,5.449649973,25.97637166,2.385512482,11,Fort Wayne Region,Fort Wayne Region-Central MO Region
17.54238696,-19.99044852,38.63818611,3.139151305,11,Knoxville Region,Knoxville Region-Pittsburgh Region
-5.841206279,-29.67045181,18.49148418,2.528457505,11,Knoxville Region,Knoxville Region-Plainfield IN Region
10.71495559,-16.98947095,18.31079801,2.299275292,11,Laredo Region,Laredo Region-Chattanooga Region
6.955476238,-2.272727273,14.63297515,2.227546124,11,Laredo Region,Laredo Region-Elizabeth Region
6.265523825,-28.94086009,39.75245439,1.814452199,11,Knoxville Region,Knoxville Region-Minneapolis Region
28.70158555,-61.66359972,58.61805526,3.23027446,11,Knoxville Region,Knoxville Region-East TN Region
30.55585018,0,46.57762938,2.22129805,11,Jackson AL Region,Jackson AL Region-Greensboro NC Region
13.90511627,-7.142857143,28.57142857,2.41814701,11,Jackson AL Region,Jackson AL Region-Savannah Region
13.69697464,-12.19512195,41.80802467,3.507188188,11,Kansas City Region,Kansas City Region-Omaha Region
19.31666205,-19.71328855,48.91932505,2.617643109,11,Kansas City Region,Kansas City Region-Minneapolis Region
13.19484466,2.159511703,23.19005909,2.994545725,11,Kansas City Region,Kansas City Region-Buffalo Region
19.31056906,-0.877126616,36.10631909,2.061753879,11,Kansas City Region,Kansas City Region-Central GA Region
20.50178566,-27.26201729,43.9346652,2.986746782,11,Louisville KY Region,Louisville KY Region-Chattanooga Region
22.56701987,-10.24110891,50.87594334,1.719722182,11,Little Rock AR Region,Little Rock AR Region-Tracy Region
-0.632851457,-47.4251742,25.76271186,2.534887896,11,Longview TX Region,Longview TX Region-Montgomery AL Region
14.36432214,-10.16855789,40.25157233,1.882822682,11,Longview TX Region,Longview TX Region-Central GA Region
15.20661598,3.795276348,23.07692308,2.463889023,11,Las Vegas Region,Las Vegas Region-San Diego Region
-15.86302636,-55.37325094,15.49295775,2.124483095,11,Laredo Region,Laredo Region-Indianapolis Region
18.74309886,9.519184949,34.7826087,1.371556083,11,Miami Region,Miami Region-Dallas Region
13.81951876,-4.373757455,21.73913043,2.212612042,11,Miami Region,Miami Region-Chattanooga Region
5.32026065,-26.41509434,20.83333333,2.462039154,11,Miami Region,Miami Region-Memphis Region
-3.234575678,-35.13513514,27.86462311,3.003811678,11,Memphis Region,Memphis Region-East KY Region
7.104188604,-45.83333333,35.80952381,3.151241503,11,Memphis Region,Memphis Region-East TN Region
22.60946344,-36.88049355,46.56474153,2.947162276,11,Louisville KY Region,Louisville KY Region-West OH Region
15.80327561,-13.13131313,33.46304216,3.452940485,11,Louisville KY Region,Louisville KY Region-Newark Region
-0.043590293,-27.36690159,44.8788273,4.777487145,11,Louisville KY Region,Louisville KY Region-Louisville KY Region
24.54128977,5.454545455,41.41414141,2.853617324,11,Milwaukee Region,Milwaukee Region-Louisville KY Region
18.601895,5.600036989,47.91666667,1.896525593,11,Milwaukee Region,Milwaukee Region-Seattle Region
12.33378174,-26.36633601,53.34535913,2.384647175,11,Montgomery AL Region,Montgomery AL Region-Tampa Region
12.57761696,-14.34782609,28.08823529,2.093501254,11,Minneapolis Region,Minneapolis Region-Phoenix Region
18.30717449,13.106251,25.63900326,2.414131142,11,Minneapolis Region,Minneapolis Region-Saint Louis Region
24.7377422,9.208819715,36.82801021,1.948945652,11,Minneapolis Region,Minneapolis Region-Miami Region
30.85540867,13.63636364,40.28571429,2.790006643,11,Minneapolis Region,Minneapolis Region-Kansas City Region
24.91326161,12.32876712,37.68989746,2.692074661,11,Cleveland Region,Cleveland Region-Richmond VA Region
37.79647259,26.53061224,48.27586207,1.823986453,11,Cleveland Region,Cleveland Region-South GA Region
7.907018492,-22.60703424,19.6969697,3.19390562,11,Cleveland Region,Cleveland Region-South ME Region
25.83019157,10.11518739,53.62363938,2.228950505,11,Columbus OH Region,Columbus OH Region-Minneapolis Region
27.33787469,3.270968563,53.54978537,1.932457882,11,Dallas Region,Dallas Region-Cedar Rapids Region
6.446497579,-5.363559736,28.63833014,2.125000564,11,Dallas Region,Dallas Region-Central GA Region
-2.982778593,-45.78440107,46.9758544,2.840874033,11,Dallas Region,Dallas Region-West NE Region
4.174911432,-53.15384304,43.80181168,2.475027939,11,Dallas Region,Dallas Region-Idaho Falls Region
12.92020402,5.10533308,18.66171407,1.966230055,11,East NC Region,East NC Region-Fort Wayne Region
14.30749705,-15.70918193,33.33333333,1.897509671,11,East NC Region,East NC Region-Nashville Region
10.3167188,2.138278612,25.18703242,1.746198661,11,Denver Region,Denver Region-West SC Region
11.60773818,-15.38461538,24.5852187,1.95658306,11,Cincinnati Region,Cincinnati Region-Springfield MO Region
19.64175598,-23.44540472,45.69311819,2.442857357,11,Cincinnati Region,Cincinnati Region-SC Region
16.28686947,8.621937538,24.82641736,1.836200116,11,Cincinnati Region,Cincinnati Region-Waco TX Region
24.72751653,8.247527781,36.15997329,2.533313818,11,Cincinnati Region,Cincinnati Region-Richmond VA Region
5.866233116,-4.755918709,23.44532772,3.418401052,11,Cincinnati Region,Cincinnati Region-Cheshire CT Region
3.747134582,-17.85781633,42.78303326,3.201178363,11,Cincinnati Region,Cincinnati Region-East TN Region
10.14539473,0.239931419,15.15861098,1.800319249,11,Chico CA Region,Chico CA Region-Philadelphia Region
19.00976801,5,28.38124768,2.173808145,11,Cincinnati Region,Cincinnati Region-Baton Rogue LA Region
44.04530187,24.38534739,55.68021239,2.261160915,11,Chicago Region,Chicago Region-South East AL Region
22.70365176,-24.66566934,63.15789474,4.330516562,11,Charlotte NC Region,Charlotte NC Region-Roanoke VA Region
17.48618465,-3.516096753,62.52390057,3.806951476,11,Charlotte NC Region,Charlotte NC Region-SC Region
-15.68918313,-39.71071663,1.639344262,2.545893739,11,Chattanooga Region,Chattanooga Region-Detroit Region
13.57588635,-15.15151515,29.41176471,2.468315704,11,Chattanooga Region,Chattanooga Region-Kansas City Region
-9.219400042,-18.12912991,9.440796921,1.702057711,11,Cheshire CT Region,Cheshire CT Region-Chicago Region
27.81313917,7.514450867,62.83461403,3.580476431,11,Cheshire CT Region,Cheshire CT Region-Philadelphia Region
18.64453685,10.07531193,31.60854893,2.227322548,11,Chicago Region,Chicago Region-Birmingham Region
27.57199154,13.78938747,34.92266644,2.453402807,11,Chicago Region,Chicago Region-Central KS Region
15,15,15,1.74717369,11,Bakersfield CA Region,Bakersfield CA Region-El Paso Region
33.72291373,-4.529616725,45.88213128,1.624911468,11,Bakersfield CA Region,Bakersfield CA Region-Minneapolis Region
15.23685131,2.643514913,40.21939482,2.37867438,11,Augusta GA Region,Augusta GA Region-Greensboro NC Region
13.62399037,-46.1543146,64.25053227,2.337726392,11,Atlanta Region,Atlanta Region-South IN Region
-3.236860578,-36.44230286,16.67687783,2.232500555,11,Atlanta Region,Atlanta Region-Warren OH Region
15.06860775,3.772463116,45.61091408,1.771529441,11,Albuquerque Region,Albuquerque Region-Atlanta Region
11.04837109,-32.61280377,60.51384648,2.818424686,11,Baton Rogue LA Region,Baton Rogue LA Region-Birmingham Region
4.925891787,-12.38761239,41.76692211,2.53103425,11,Baton Rogue LA Region,Baton Rogue LA Region-Boston Region
34.76321169,0.608771276,45.3348242,2.32174597,11,Baton Rogue LA Region,Baton Rogue LA Region-Chattanooga Region
16.41343071,-31.61193282,62.90885254,1.639934147,11,Baltimore Region,Baltimore Region-Louisville KY Region
10.2631047,-7.050007646,23.07692308,1.87477293,11,Baltimore Region,Baltimore Region-Grand Rapids Region
8.285067389,-10.34482759,20,1.826702407,11,Birmingham Region,Birmingham Region-Houston Region
23.45027339,4.65293669,50.10691376,2.194761032,11,Birmingham Region,Birmingham Region-North AR Region
9.836401023,2.143034449,23.39310432,2.910636537,11,Buffalo Region,Buffalo Region-South ME Region
20.22419349,6.731987001,33.18763659,2.425998954,11,Cedar Rapids Region,Cedar Rapids Region-Minneapolis Region
17.71900347,-12.17450488,41.60540669,2.603465635,11,Cedar Rapids Region,Cedar Rapids Region-Detroit Region
4.145693635,-40.91569427,25.53521564,2.495827177,11,Central GA Region,Central GA Region-Hazleton PA Region
18.61142275,-24.89347321,48.57327574,2.351327359,11,Central GA Region,Central GA Region-East KY Region
9.99202121,1.492537313,19.40298507,2.525390683,11,Central GA Region,Central GA Region-Boston Region
-19.92360662,-56.32263346,-6.957591315,3.043345587,11,Central IL Region,Central IL Region-Syracuse NY Region
19.60052334,11.05361041,29.40002434,2.247421921,11,Central IL Region,Central IL Region-South GA Region
9.311846725,-19.81412423,31.17060949,2.294938285,11,Central IL Region,Central IL Region-Minneapolis Region
19.59645312,9.207123972,27.36569918,2.207422639,11,Central IL Region,Central IL Region-Fayetteville NC Region
7.857109558,-6.351121025,31.00324285,3.404789953,11,Reno Region,Reno Region-Seattle Region
14.54340668,-16.66666667,36.03450482,2.509478967,11,Reno Region,Reno Region-Denver Region
-7.177539997,-57.54957888,29.9719888,3.582041174,11,Richmond VA Region,Richmond VA Region-Cheshire CT Region
21.76338152,7.869372945,48.1865285,2.15666083,11,Richmond VA Region,Richmond VA Region-Columbus OH Region
8.79623777,-7.746116996,35.45928403,1.552711081,11,Richmond VA Region,Richmond VA Region-Nashville Region
39.81435814,23.74245473,54.5900741,1.821593184,11,Salt Lake City Region,Salt Lake City Region-Lubbock Region
30.55342551,19.00948601,39.57318527,1.73009457,11,Salt Lake City Region,Salt Lake City Region-Cedar Rapids Region
-22.49869361,-36.1586248,15.81818182,3.147405468,11,San Diego Region,San Diego Region-Seattle Region
10.39877621,-60.24870599,27.86901012,2.03308629,11,San Diego Region,San Diego Region-El Paso Region
25.91477267,-8.278817956,57.13185084,3.003079564,11,Saint Louis Region,Saint Louis Region-Central KS Region
27.52118547,11.79507885,62.23799835,2.816714089,11,Saint Louis Region,Saint Louis Region-Fort Wayne Region
23.81681545,6.63432455,35.67301494,2.325015088,11,Saint Louis Region,Saint Louis Region-Portland OR Region
27.86411465,12.73227534,54.39062964,1.514199808,11,Salt Lake City Region,Salt Lake City Region-Bakersfield CA Region
4.133494084,-13.63636364,22.88128124,2.075839861,11,SC Region,SC Region-Saint Louis Region
15.20463359,2.697921274,41.53846154,2.226232654,11,SC Region,SC Region-Green Bay Region
4.645002382,-30.43123828,22.72395489,2.996572402,11,SC Region,SC Region-Albany NY Region
21.0001611,0,40.3853491,3.280773044,11,South East AL Region,South East AL Region-Atlanta Region
29.73832446,7.813044855,50.07953993,1.36192576,11,Seattle Region,Seattle Region-Phoenix Region
17.27534783,3.210195193,27.22471449,2.562000888,11,Seattle Region,Seattle Region-MT Region
22.72265984,-17.51433675,43.77289377,2.270333898,11,South IN Region,South IN Region-Orlando Region
13.38957258,-36.36363636,36.82856012,2.710161305,11,South GA Region,South GA Region-West SC Region
-21.3376503,-55.33354818,30.25882304,2.954904909,11,South East MO Region,South East MO Region-Oklahoma City Region
15.57289917,5.549888549,34.00957804,2.178997758,11,North West MI Region,North West MI Region-Cincinnati Region
9.527252796,-12.94177174,32.71171777,1.927869658,11,Omaha Region,Omaha Region-Atlanta Region
13.96556359,6.190531498,23.78082953,2.290428741,11,Omaha Region,Omaha Region-Cleveland Region
21.68217974,5.279324506,31.2213709,2.46908969,11,Omaha Region,Omaha Region-Columbus OH Region
21.32354355,-36.48722052,63.35146091,3.047243156,11,Nashville Region,Nashville Region-Fort Wayne Region
19.9314088,-16.78065538,63.14532686,3.177985691,11,Nashville Region,Nashville Region-Philadelphia Region
23.7078956,-23.75007509,50.70823359,2.8172427,11,Nashville Region,Nashville Region-Richmond VA Region
13.91816519,4.960030413,28.82996112,2.853926373,11,Nashville Region,Nashville Region-Syracuse NY Region
16.99697929,6.35451505,39.35453453,1.765877028,11,MS Region,MS Region-Laredo Region
24.12911468,-2.234002272,63.27586207,2.978969975,11,Nashville Region,Nashville Region-Baltimore Region
20.2046885,-0.880628546,34.80695188,1.937203249,11,Newark Region,Newark Region-Roanoke VA Region
24.17356853,3.619618762,50.70075357,2.391710469,11,Newark Region,Newark Region-Parsons WV Region
18.44690273,-28.12847015,57.71851852,1.997587249,11,Newark Region,Newark Region-Fayetteville NC Region
13.08882527,2.938941901,31.90041876,1.57319743,11,Newark Region,Newark Region-San Antonio Region
24.91480504,11.93462026,63.27387198,1.637028213,11,Philadelphia Region,Philadelphia Region-West SC Region
22.16817291,0.588235294,38.30769231,1.455538082,11,Philadelphia Region,Philadelphia Region-Houston Region
1.926411568,-16.71335201,39.14044173,2.035266486,11,Pittsburgh Region,Pittsburgh Region-Montgomery AL Region
29.84752235,11.35624938,48.71794872,2.962370372,11,Plainfield IN Region,Plainfield IN Region-Nashville Region
27.77877767,14.01869159,46.69703872,2.324570079,11,Plainfield IN Region,Plainfield IN Region-Oklahoma City Region
15.33033639,-5.633802817,28.30989244,1.859561393,11,Ontario CA Region,Ontario CA Region-Indianapolis Region
24.45618832,8.683304569,36.0783132,3.002801686,11,Orlando Region,Orlando Region-Augusta GA Region
17.55069523,0.321960069,40.2957736,2.417586633,11,Parsons WV Region,Parsons WV Region-East NC Region
20.10499414,-5.717185386,48.5531076,2.367509166,11,Owasso OK Region,Owasso OK Region-Orlando Region
18.59215897,4.214559387,31.04806935,2.084527214,11,Owasso OK Region,Owasso OK Region-East KY Region
14.46288325,-40.67418101,57.45767038,3.296072188,11,Taylor PA Region,Taylor PA Region-Boston Region
2.802125785,-44.8620334,24.97538255,2.25355261,11,Tampa Region,Tampa Region-York PA Region
13.59080702,-28.42804078,58.71453579,3.635832708,11,Taylor PA Region,Taylor PA Region-RI Region
26.40493402,18.12069271,36.04420624,1.738962297,11,Taylor PA Region,Taylor PA Region-Roanoke VA Region
12.21614553,6.323663664,20.56872791,1.946651212,11,Syracuse NY Region,Syracuse NY Region-Charlotte NC Region
11.86702745,-11.15345528,36.84210526,3.473157413,11,Syracuse NY Region,Syracuse NY Region-RI Region
-17.81652021,-54.72291704,18.15117959,2.07665659,11,Tampa Region,Tampa Region-Cleveland Region
-6.463419048,-47.31485202,50.74862096,1.574349228,11,Tampa Region,Tampa Region-Fayetteville NC Region
9.51745288,-5.183808706,16.3172545,1.74451106,11,South NY Region,South NY Region-Columbus OH Region
29.23055414,13.30482025,48.31373562,3.15910482,11,South NY Region,South NY Region-Philadelphia Region
7.396268174,-25.04413322,43.79496403,2.094127055,11,South VT Region,South VT Region-Hazleton PA Region
12.61172232,1.298701299,35.11515762,2.096538716,11,Springfield MO Region,Springfield MO Region-Cleveland Region
39.37880936,17.68477602,57.36757848,2.556197465,11,Spokane Region,Spokane Region-Seattle Region
22.28173266,-8.849140974,42.02898551,3.524192748,11,West OH Region,West OH Region-Cincinnati Region
-2.849491083,-56.93659761,31.06617647,4.489064165,11,West OH Region,West OH Region-Fort Wayne Region
8.21386263,3.511609824,12.6470207,2.420100383,11,West MN Region,West MN Region-Baltimore Region
6.179368019,-21.42857143,30.70633344,2.336114701,11,West SC Region,West SC Region-South IN Region
19.123648,-11.95450169,54.11021119,3.865108962,11,West OH Region,West OH Region-West OH Region
24.71895233,5.088957532,47.61684277,3.117466198,11,West OH Region,West OH Region-York PA Region
-26.11887266,-51.70478249,-8.687776248,2.202462267,11,West SC Region,West SC Region-Central LA Region
14.63840909,-18.51851852,37.94871795,4.837487901,11,VA Region,VA Region-Baltimore Region
24.49260252,5.996526348,44.93828172,2.229834503,11,VA Region,VA Region-Fayetteville NC Region
17.13058368,4.761904762,26.86682063,1.953094322,11,Tracy Region,Tracy Region-Winchester VA Region
25.68800039,12.17515179,35.39988926,2.433844526,11,West IA Region,West IA Region-Orlando Region
18.75575448,-12.5,32.28659698,2.35287515,11,West IA Region,West IA Region-Portland OR Region
10.54665181,3.553299492,21.74286219,1.595817923,11,York PA Region,York PA Region-Minneapolis Region
20.93936138,-13.24066472,46.3457316,5.087912498,11,Winchester VA Region,Winchester VA Region-Parsons WV Region
16.06795524,-6.666666667,30.18059952,1.322596895,11,Winchester VA Region,Winchester VA Region-Chicago Region
11.08727154,-17.48120301,28.57142857,5.469770267,11,York PA Region,York PA Region-Winchester VA Region
15.94277684,-8.571428571,30.54349713,4.650811559,10,York PA Region,York PA Region-Taylor PA Region
31.83542882,16.59545737,44.88928274,1.266617622,10,York PA Region,York PA Region-Tracy Region
15.23795936,-3.196668569,50.2547372,4.001313115,10,Winchester VA Region,Winchester VA Region-Cheshire CT Region
10.75678778,-22.3398724,35.83349661,3.022074562,10,Winchester VA Region,Winchester VA Region-NH Region
13.99228297,-19.70498009,27.74771821,4.28285224,10,Winchester VA Region,Winchester VA Region-Howard PA Region
21.1507491,12.74421474,32.07397491,1.497293798,10,Winchester VA Region,Winchester VA Region-Saint Louis Region
19.73773556,-14.8475986,50.26403382,1.927912282,10,Winchester VA Region,Winchester VA Region-SC Region
14.00322908,-11.73719412,28.16894664,2.774038476,10,Warren OH Region,Warren OH Region-Springfield MO Region
36.22281568,18.26621125,54.64445868,1.906557895,10,Warren OH Region,Warren OH Region-Atlanta Region
20.12730608,-1.643074283,37.14285714,3.403551781,10,Warren OH Region,Warren OH Region-Baltimore Region
26.96786867,4.510475763,48.90282132,3.286943993,10,VA Region,VA Region-Greensboro NC Region
8.17985033,-3.646670615,24.14933019,1.811392648,10,VA Region,VA Region-Milwaukee Region
0.136225526,-18.65714019,28.93020119,2.211592654,10,Waco TX Region,Waco TX Region-Hartford CT Region
23.18341627,0.196090501,44.58823529,2.567243073,10,West SC Region,West SC Region-Chattanooga Region
15.40490599,3.802107192,30.13019074,2.24455571,10,West SC Region,West SC Region-Detroit Region
8.364552764,-41.35642651,39.16041371,4.821423787,10,West SC Region,West SC Region-West SC Region
4.045620477,-41.72335601,14.62863456,2.390399505,10,West SC Region,West SC Region-South GA Region
21.36766456,10.95254067,28.74532391,2.105509753,10,West MN Region,West MN Region-East TN Region
20.73295209,6.708506488,29.63559493,2.416928918,10,West MN Region,West MN Region-York PA Region
12.68436672,3.846153846,25,1.853336773,10,West OH Region,West OH Region-Lubbock Region
33.52021475,-26.84989429,56.27268355,2.306928957,10,West OH Region,West OH Region-Central IL Region
